Country	Year	CAPNP
Romania	2010	0
Slovakia	2010	3.5
Malta	2010	2.3
"United Kingdom"	2010	1.75
Sweden	2010	1.8
Italy	2010	2.2
Greece	2010	1.76
Portugal	2010	2.4
"Czech Republic"	2010	3.1
France	2010	1.8
Belgium	2010	0.7
Netherlands	2010	1.3
Finland	2010	2
Austria	2010	1.6
Spain	2010	2.16
Germany	2010	1.8
