Country	Year	CAPNP
		
Sweden	2013	2
"United Kingdom"	2013	1
Malta	2013	1.6
Slovakia	2013	3.5
Belgium	2013	1.94
"Czech Republic"	2013	2.8
Germany	2013	2.7
Spain	2013	0.57
Hungary	2013	4.6
Italy	2013	1.5
Netherlands	2013	1.5
Portugal	2013	1
Austria	2013	2.6
