Country	Year	CAPNP
Romania	1999	46.2
"United Kingdom"	1999	3.5
Sweden	1999	2.5
Greece	1999	3.53
Portugal	1999	3.6
"Czech Republic"	1999	8.2
France	1999	2.2
Belgium	1999	1.7
Hungary	1999	13
Finland	1999	1.8
Austria	1999	2.5
Ireland	1999	2.5
Spain	1999	2.72
Germany	1999	3
