Country	Year	CAPNP
Romania	2006	9.1
Slovakia	2006	5.8
Malta	2006	0.9
"United Kingdom"	2006	2.95
Sweden	2006	2.2
Italy	2006	3.1
Greece	2006	6.44
Portugal	2006	2.7
"Czech Republic"	2006	3.9
France	2006	3.4
Belgium	2006	2.3
Hungary	2006	4.5
Netherlands	2006	2
Finland	2006	1.7
Ireland	2006	5
Spain	2006	3.59
Germany	2006	1.5
Austria	2006	2.7
