Country	Year	CAPNP
Romania	2005	17.9
Slovakia	2005	6
Malta	2005	5.9
"United Kingdom"	2005	3
Sweden	2005	2
Greece	2005	5.78
Portugal	2005	2.7
"Czech Republic"	2005	3.9
France	2005	3.3
Belgium	2005	2.4
Hungary	2005	6
Netherlands	2005	0.7
Finland	2005	2.5
Ireland	2005	4
Spain	2005	4.04
Germany	2005	1.6
Austria	2005	2.3
