Country	Year	CAPNP
Romania	2008	15.2
Sweden	2008	3.2
"United Kingdom"	2008	3.2
Malta	2008	4.1
Slovakia	2008	6.3
Belgium	2008	3.1
"Czech Republic"	2008	5.4
Germany	2008	2.9
Spain	2008	3.6
Finland	2008	4.3
France	2008	3.4
Greece	2008	6.2
Hungary	2008	6.25
Ireland	2008	6
Italy	2008	3.5
Netherlands	2008	3.3
Portugal	2008	3.1
Austria	2008	3
