Country	Year	CAPNP
Sweden	2012	1.3
Romania	2012	4.5
"United Kingdom"	2012	0
Slovakia	2012	2.8
Finland	2012	2
Denmark	2012	1.67
Luxembourg	2012	2.5
Ireland	2012	
Greece	2012	0
Austria	2012	2.8
Germany	2012	2.2
Spain	2012	0.17
Italy	2012	0.0
