Country	Year	CAPNP
Romania	2001	53.8
Sweden	2001	2.8
"United Kingdom"	2001	3.6
Malta	2001	9.2
Belgium	2001	3.1
"Czech Republic"	2001	5.2
Germany	2001	2.1
Spain	2001	3.68
Finland	2001	3.3
France	2001	3.3
Greece	2001	3.3
Hungary	2001	11.75
Ireland	2001	7.5
Netherlands	2001	4.4
Portugal	2001	4
Austria	2001	2.6
