Country	Year	CAPNP
Sweden	2012	3.4
Romania	2012	0
Portugal	2012	1.9
Slovakia	2012	3.6
"United Kingdom"	2012	4
Cyprus	2012	0
Italy	2012	2.3
Spain	2012	1.5
Denmark	2012	1.26
Greece	2012	0
Germany	2012	3.3
"Czech Republic"	2012	2.8
Netherlands	2012	2.2
Finland	2012	2.5
Austria	2012	4.4
