Country	Year	CAPNP
Romania	2006	9.1
Sweden	2006	2.2
"United Kingdom"	2006	2.95
Malta	2006	0.9
Slovakia	2006	5.8
Belgium	2006	2.3
"Czech Republic"	2006	3.9
Germany	2006	1.5
Spain	2006	3.59
Finland	2006	1.7
France	2006	3.4
Greece	2006	6.44
Hungary	2006	4.5
Ireland	2006	5
Italy	2006	3.1
Netherlands	2006	2
Portugal	2006	2.7
Austria	2006	2.7
