Country	Year	CAPNP
Romania	1999	46.2
Sweden	1999	2.5
"United Kingdom"	1999	3.5
Belgium	1999	1.7
"Czech Republic"	1999	8.2
Germany	1999	3
Spain	1999	2.72
Finland	1999	1.8
France	1999	2.2
Greece	1999	3.53
Hungary	1999	13
Ireland	1999	2.5
Portugal	1999	3.6
Austria	1999	2.5
