Country	Year	CAPNP
Romania	2012	4.5
Slovakia	2012	3.6
"United Kingdom"	2012	1
Sweden	2012	2.5
Italy	2012	1.5
Greece	2012	2.1
Portugal	2012	1.4
"Czech Republic"	2012	2.8
Belgium	2012	3.0
Netherlands	2012	1.4
Finland	2012	1.9
Austria	2012	3.3
Spain	2012	1.31
Germany	2012	2.7
