Country	Year	CAPNP
Romania	2009	18.3
Sweden	2009	2.8
"United Kingdom"	2009	2.4
Malta	2009	3.8
Slovakia	2009	5.4
Belgium	2009	3.1
"Czech Republic"	2009	4.4
Germany	2009	2.6
Spain	2009	2.24
Finland	2009	3.6
France	2009	2.6
Greece	2009	5.71
Hungary	2009	4
Italy	2009	3.1
Netherlands	2009	2.8
Portugal	2009	2.9
Austria	2009	3.4
