Country	Year	CAPNP
Romania	2011	11.7
Sweden	2011	1.6
"United Kingdom"	2011	1.83
Malta	2011	0.5
Slovakia	2011	3.7
Belgium	2011	2.4
"Czech Republic"	2011	2.9
Germany	2011	2
Spain	2011	2.62
Finland	2011	2.4
France	2011	2.1
Greece	2011	0.8
Hungary	2011	5
Italy	2011	1.7
Netherlands	2011	1.1
Portugal	2011	1.5
Austria	2011	2
