Country	Year	CAPNP
		
Slovakia	2013	3.5
Malta	2013	1.60
"United Kingdom"	2013	1
Sweden	2013	2.0
Italy	2013	1.5
Portugal	2013	1.00
"Czech Republic"	2013	2.8
Belgium	2013	1.94
Hungary	2013	4.6
Netherlands	2013	1.5
Spain	2013	0.57
Germany	2013	2.7
Austria	2013	2.6
