Country	Year	CAPNP
Romania	2010	0
Sweden	2010	1.8
"United Kingdom"	2010	1.75
Malta	2010	2.3
Slovakia	2010	3.5
Belgium	2010	0.7
"Czech Republic"	2010	3.1
Germany	2010	1.8
Spain	2010	2.16
Finland	2010	2
France	2010	1.8
Greece	2010	1.76
Italy	2010	2.2
Netherlands	2010	1.3
Portugal	2010	2.4
Austria	2010	1.6
