Country	Year	CAPNP
Romania	2003	41.5
Malta	2003	3.4
"United Kingdom"	2003	3.23
Sweden	2003	2.2
Greece	2003	5.14
Portugal	2003	2.9
"Czech Republic"	2003	4.1
France	2003	3
Belgium	2003	2.0
Netherlands	2003	2.8
Finland	2003	2.9
Austria	2003	2.2
Ireland	2003	5
Spain	2003	3.77
Germany	2003	2.5
