Country	Year	CAPNP
Romania	2003	41.5
Sweden	2003	2.2
"United Kingdom"	2003	3.23
Malta	2003	3.4
Belgium	2003	2.0
"Czech Republic"	2003	4.1
Germany	2003	2.5
Spain	2003	3.77
Finland	2003	2.9
France	2003	3
Greece	2003	5.14
Ireland	2003	5
Netherlands	2003	2.8
Portugal	2003	2.9
Austria	2003	2.2
