Country	Year	CAPNP
Romania	2001	53.8
Malta	2001	9.2
"United Kingdom"	2001	3.6
Sweden	2001	2.8
Greece	2001	3.3
Portugal	2001	4
"Czech Republic"	2001	5.2
France	2001	3.3
Belgium	2001	3.1
Hungary	2001	11.75
Netherlands	2001	4.4
Finland	2001	3.3
Austria	2001	2.6
Ireland	2001	7.5
Spain	2001	3.68
Germany	2001	2.1
