Country	Year	CAPNP
Romania	2007	22.2
Slovakia	2007	6.4
Malta	2007	4.0
"United Kingdom"	2007	3
Sweden	2007	2.6
Italy	2007	2.1
Greece	2007	5.38
Portugal	2007	2.9
"Czech Republic"	2007	4.2
France	2007	2.9
Belgium	2007	1.9
Hungary	2007	6.75
Netherlands	2007	2.1
Finland	2007	2.1
Austria	2007	2.5
Ireland	2007	5
Spain	2007	4.21
Germany	2007	2.2
