Year	CAPNP
1999	1.6
2000	2.9
2001	3.7
2002	2.1
2003	2.8
2004	2.3
2005	2.5
2006	2
2007	3.5
2008	3.4
2009	3.6
2010	1.5
2011	
2012	
	
