Year	CAPNP
1999	7.9
2000	5.1
2001	5.3
2002	5.2
2003	4.1
2004	3.8
2005	3.9
2006	4
2007	4.2
2008	5.8
2009	4
2010	2.8
2011	2.9
2012	2.8
2013	
