Year	CAPNP
1999	3.3
2000	3
2001	2.8
2002	2.6
2003	2.1
2004	1.8
2005	0.9
2006	1
2007	1.3
2008	1.2
2009	1.2
2010	2.4
2011	1.9
2012	2.7
