Year	CAPNP
1998	
1999	3.53
2000	4.2
2001	3.3
2002	5.34
2003	5.14
2004	4.93
2005	5.78
2006	6.44
2007	5.38
2008	6.2
2009	5.71
2010	1.76
2011	0.8
2012	2.1
