Year	CAPNP
1999	
2000	
2001	4.3
2002	3.5
2003	2.7
2004	1.6
2005	0.4
2006	1.2
2007	1.9
2008	2.8
2009	2.5
2010	1.1
2011	1
2012	1.5
2013	0.9
