Year	CAPNP
1999	1.3
2000	0.5
2001	1.2
2002	1.3
2003	0
2004	0.5
2005	1.8
2006	0.5
2007	0.8
2008	0.8
2009	0.8
2010	0.5
2011	0
2012	0
2013	0
