Year	CAPNP
1999	3.1
2000	3
2001	3.5
2002	4.76
2003	3.1
2004	2.2
2005	2.3
2006	1.52
2007	1.94
2008	3.3
2009	2.5
2010	2.4
2011	1.48
2012	1.67
2013	0.82
