Year	CAPNP
1999	3.3
2000	3
2001	3.2
2002	2.2
2003	3
2004	3
2005	3.25
2006	3
2007	3
2008	3.6
2009	1.34
2010	2.7
2011	3.5
2012	3
2013	1.75
