Year	CAPNP
1999	0.90
2000	0.40
2001	1.00
2002	1.00
2003	1.00
2004	1.00
2005	1.00
2006	4.20
2007	1.90
2008	2.30
2009	1.50
2010	0.50
2011	2.10
2012	1.70
2013	1.60
