Year	CAPNP
1999	
2000	
2001	4.7
2002	1.4
2003	2.2
2004	1.2
2005	11.5
2006	3
2007	1.3
2008	1.6
2009	1.8
2010	1.9
2011	0.4
2012	
2013	
