Year	CAPNP
1998	
1999	2.5
2000	2.7
2001	2.8
2002	2.4
2003	2.2
2004	1.8
2005	2
2006	2.2
2007	2.6
2008	3.2
2009	2.8
2010	1.8
2011	1.6
2012	2.5
2013	
