Year	CAPNP
1999	2.67
2000	3.91
2001	3.54
2002	3.84
2003	3.39
2004	3.46
2005	3.81
2006	3.64
2007	3.95
2008	3.49
2009	2.08
2010	1.94
2011	2.65
2012	1.09
2013	2.54
