Year	CAPNP
1999	3.5
2000	3.3
2001	3.6
2002	3.6
2003	3.23
2004	3.22
2005	3
2006	2.95
2007	3
2008	3.2
2009	2.4
2010	1.75
2011	1.83
2012	1
2013	1
