Year	CAPNP
1999	2.5
2000	1.5
2001	2.3
2002	0.8
2003	2.1
2004	1.9
2005	2.3
2006	2.7
2007	2.4
2008	2.7
2009	3.6
2010	0.9
2011	0.85
2012	2.56
2013	0
