Year	CAPNP
1998	
1999	3
2000	2.4
2001	2.1
2002	2.7
2003	2.5
2004	2
2005	1.6
2006	1.5
2007	2.2
2008	2.9
2009	2.6
2010	1.8
2011	2
2012	2.7
2013	2.7
