Year	CAPNP
1998	
1999	8.2
2000	5.1
2001	5.2
2002	5.2
2003	4.1
2004	3.8
2005	3.9
2006	3.9
2007	4.2
2008	5.4
2009	4.4
2010	3.1
2011	2.9
2012	2.8
2013	
