Year	CAPNP
1999	1.9
2000	3.1
2001	2.7
2002	2.2
2003	2.6
2004	2.2
2005	2.3
2006	2.5
2007	1.9
2008	4.4
2009	4.1
2010	0.5
2011	1
2012	2.5
2013	
