Year	CAPNP
1999	2.6
2000	2.3
2001	2.1
2002	3.6
2003	2.7
2004	2.5
2005	1.6
2006	3.4
2007	2.2
2008	3.6
2009	2.8
2010	2.2
2011	2
2012	2.9
