Year	CAPNP
1998	
1999	2.72
2000	3.72
2001	3.68
2002	3.85
2003	3.77
2004	3.6
2005	4.04
2006	3.59
2007	4.21
2008	3.6
2009	2.24
2010	2.16
2011	2.62
2012	1.02
2013	0.57
