Year	CAPNP
1998	
1999	1.35
2000	5.05
2001	3.52
2002	4.14
2003	4.14
2004	4.14
2005	3.52
2006	3.32
2007	2.5
2008	2.5
2009	4
2010	2.5
2011	2.5
2012	2.5
