Year	CAPNP
1999	
2000	4.5
2001	5.1
2002	2.6
2003	1.3
2004	1.8
2005	2.8
2006	1.8
2007	1.8
2008	4.4
2009	1.1
2010	1.4
2011	1.7
2012	1.7
